queryItem	queryIndex	stringId	ncbiTaxonId	taxonName	preferredName	annotation
ADAM23	273	9606.ENSP00000264377	9606	Homo sapiens	ADAM23	Disintegrin and metalloproteinase domain-containing protein 23; May play a role in cell-cell and cell-matrix interactions. This is a non-catalytic metalloprotease-like protein.
ATP2B2	274	9606.ENSP00000353414	9606	Homo sapiens	ATP2B2	Plasma membrane calcium-transporting ATPase 2; This magnesium-dependent enzyme catalyzes the hydrolysis of ATP coupled with the transport of calcium out of the cell.
MAPRE3	275	9606.ENSP00000233121	9606	Homo sapiens	MAPRE3	Microtubule-associated protein RP/EB family member 3; Plus-end tracking protein (+TIP) that binds to the plus-end of microtubules and regulates the dynamics of the microtubule cytoskeleton. Promotes microtubule growth. May be involved in spindle function by stabilizing microtubules and anchoring them at centrosomes. Also acts as a regulator of minus-end microtubule organization: interacts with the complex formed by AKAP9 and PDE4DIP, leading to recruit CAMSAP2 to the Golgi apparatus, thereby tethering non- centrosomal minus-end microtubules to the Golgi, an important step for polarized [...] 
MAPK9	276	9606.ENSP00000394560	9606	Homo sapiens	MAPK9	Mitogen-activated protein kinase 9; Serine/threonine-protein kinase involved in various processes such as cell proliferation, differentiation, migration, transformation and programmed cell death. Extracellular stimuli such as proinflammatory cytokines or physical stress stimulate the stress- activated protein kinase/c-Jun N-terminal kinase (SAP/JNK) signaling pathway. In this cascade, two dual specificity kinases MAP2K4/MKK4 and MAP2K7/MKK7 phosphorylate and activate MAPK9/JNK2. In turn, MAPK9/JNK2 phosphorylates a number of transcription factors, primarily components of AP-1 such as J [...] 
PIK3CB	277	9606.ENSP00000501150	9606	Homo sapiens	PIK3CB	Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform; Phosphoinositide-3-kinase (PI3K) that phosphorylates PtdIns (Phosphatidylinositol), PtdIns4P (Phosphatidylinositol 4-phosphate) and PtdIns(4,5)P2 (Phosphatidylinositol 4,5-bisphosphate) to generate phosphatidylinositol 3,4,5-trisphosphate (PIP3). PIP3 plays a key role by recruiting PH domain-containing proteins to the membrane, including AKT1 and PDPK1, activating signaling cascades involved in cell growth, survival, proliferation, motility and morphology. Involved in the activation of AKT1 upon stimulation  [...] 
AUH	278	9606.ENSP00000364883	9606	Homo sapiens	AUH	Methylglutaconyl-CoA hydratase, mitochondrial; Catalyzes the conversion of 3-methylglutaconyl-CoA to 3- hydroxy-3-methylglutaryl-CoA. Also has itaconyl-CoA hydratase activity by converting itaconyl-CoA into citramalyl-CoA in the C5-dicarboxylate catabolism pathway. The C5-dicarboxylate catabolism pathway is required to detoxify itaconate, a vitamin B12-poisoning metabolite. Has very low enoyl-CoA hydratase activity. Was originally identified as RNA-binding protein that binds in vitro to clustered 5'-AUUUA-3' motifs.
SIRT5	279	9606.ENSP00000476228	9606	Homo sapiens	SIRT5	NAD-dependent protein deacylase sirtuin-5, mitochondrial; NAD-dependent lysine demalonylase, desuccinylase and deglutarylase that specifically removes malonyl, succinyl and glutaryl groups on target proteins. Activates CPS1 and contributes to the regulation of blood ammonia levels during prolonged fasting: acts by mediating desuccinylation and deglutarylation of CPS1, thereby increasing CPS1 activity in response to elevated NAD levels during fasting. Activates SOD1 by mediating its desuccinylation, leading to reduced reactive oxygen species. Activates SHMT2 by mediating its desuccinyla [...] 
SNX10	280	9606.ENSP00000395474	9606	Homo sapiens	SNX10	Sorting nexin-10; Probable phosphoinositide-binding protein involved in protein sorting and membrane trafficking in endosomes. Plays a role in cilium biogenesis through regulation of the transport and the localization of proteins to the cilium. Required for the localization to the cilium of V-ATPase subunit ATP6V1D and ATP6V0D1, and RAB8A. Involved in osteoclast differentiation and therefore bone resorption.
NNT	281	9606.ENSP00000264663	9606	Homo sapiens	NNT	NAD(P) transhydrogenase, mitochondrial; The transhydrogenation between NADH and NADP is coupled to respiration and ATP hydrolysis and functions as a proton pump across the membrane (By similarity). May play a role in reactive oxygen species (ROS) detoxification in the adrenal gland. In the N-terminal section; belongs to the AlaDH/PNT family.
GRIK1	282	9606.ENSP00000327687	9606	Homo sapiens	GRIK1	Glutamate receptor ionotropic, kainate 1; Ionotropic glutamate receptor. L-glutamate acts as an excitatory neurotransmitter at many synapses in the central nervous system. Binding of the excitatory neurotransmitter L-glutamate induces a conformation change, leading to the opening of the cation channel, and thereby converts the chemical signal to an electrical impulse. The receptor then desensitizes rapidly and enters a transient inactive state, characterized by the presence of bound agonist. May be involved in the transmission of light information from the retina to the hypothalamus.
PRKAR1B	283	9606.ENSP00000385749	9606	Homo sapiens	PRKAR1B	cAMP-dependent protein kinase type I-beta regulatory subunit; Regulatory subunit of the cAMP-dependent protein kinases involved in cAMP signaling in cells.
VAMP4	284	9606.ENSP00000236192	9606	Homo sapiens	VAMP4	Vesicle-associated membrane protein 4; Involved in the pathway that functions to remove an inhibitor (probably synaptotagmin-4) of calcium-triggered exocytosis during the maturation of secretory granules. May be a marker for this sorting pathway that is critical for remodeling the secretory response of granule.
PRNP	285	9606.ENSP00000399376	9606	Homo sapiens	PRNP	Major prion protein; Its primary physiological function is unclear. May play a role in neuronal development and synaptic plasticity. May be required for neuronal myelin sheath maintenance. May promote myelin homeostasis through acting as an agonist for ADGRG6 receptor. May play a role in iron uptake and iron homeostasis. Soluble oligomers are toxic to cultured neuroblastoma cells and induce apoptosis (in vitro) (By similarity). Association with GPC1 (via its heparan sulfate chains) targets PRNP to lipid rafts. Also provides Cu(2+) or ZN(2+) for the ascorbate-mediated GPC1 deaminase deg [...] 
ABI2	286	9606.ENSP00000295851	9606	Homo sapiens	ABI2	Abl interactor 2; Regulator of actin cytoskeleton dynamics underlying cell motility and adhesion. Functions as a component of the WAVE complex, which activates actin nucleating machinery Arp2/3 to drive lamellipodia formation. Acts as regulator and substrate of nonreceptor tyrosine kinases ABL1 and ABL2 involved in processes linked to cell growth and differentiation. Positively regulates ABL1-mediated phosphorylation of ENAH, which is required for proper polymerization of nucleated actin filaments at the leading edge. Contributes to the regulation of actin assembly at the tips of neuro [...] 
PPP3CB	287	9606.ENSP00000378306	9606	Homo sapiens	PPP3CB	Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform; Calcium-dependent, calmodulin-stimulated protein phosphatase which plays an essential role in the transduction of intracellular Ca(2+)-mediated signals. Dephosphorylates and activates transcription factor NFATC1. Dephosphorylates and inactivates transcription factor ELK1. Dephosphorylates DARPP32 ; Belongs to the PPP phosphatase family. PP-2B subfamily.
MPPED2	288	9606.ENSP00000350833	9606	Homo sapiens	MPPED2	Metallophosphoesterase MPPED2; Displays low metallophosphoesterase activity (in vitro). May play a role in the development of the nervous system.
CUL2	289	9606.ENSP00000414095	9606	Homo sapiens	CUL2	Cullin-2; Core component of multiple cullin-RING-based ECS (ElonginB/C- CUL2/5-SOCS-box protein) E3 ubiquitin-protein ligase complexes, which mediate the ubiquitination of target proteins. ECS complexes and ARIH1 collaborate in tandem to mediate ubiquitination of target proteins. May serve as a rigid scaffold in the complex and may contribute to catalysis through positioning of the substrate and the ubiquitin-conjugating enzyme. The E3 ubiquitin-protein ligase activity of the complex is dependent on the neddylation of the cullin subunit and is inhibited by the association of the denedd [...] 
CSTF3	290	9606.ENSP00000315791	9606	Homo sapiens	CSTF3	Cleavage stimulation factor subunit 3; One of the multiple factors required for polyadenylation and 3'-end cleavage of mammalian pre-mRNAs.
NIPSNAP2	291	9606.ENSP00000313050	9606	Homo sapiens	NIPSNAP2	Protein NipSnap homolog 2; May act as a positive regulator of L-type calcium channels. Belongs to the NipSnap family.
NAE1	292	9606.ENSP00000351990	9606	Homo sapiens	NAE1	NEDD8-activating enzyme E1 regulatory subunit; Regulatory subunit of the dimeric UBA3-NAE1 E1 enzyme. E1 activates NEDD8 by first adenylating its C-terminal glycine residue with ATP, thereafter linking this residue to the side chain of the catalytic cysteine, yielding a NEDD8-UBA3 thioester and free AMP. E1 finally transfers NEDD8 to the catalytic cysteine of UBE2M. Necessary for cell cycle progression through the S-M checkpoint. Overexpression of NAE1 causes apoptosis through deregulation of NEDD8 conjugation.
PNMA2	293	9606.ENSP00000429344	9606	Homo sapiens	PNMA2	Paraneoplastic antigen Ma2; PNMA family member 2; Belongs to the PNMA family.
PPP3CA	294	9606.ENSP00000378323	9606	Homo sapiens	PPP3CA	Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform; Calcium-dependent, calmodulin-stimulated protein phosphatase which plays an essential role in the transduction of intracellular Ca(2+)-mediated signals. Many of the substrates contain a PxIxIT motif and/or a LxVP motif. In response to increased Ca(2+) levels, dephosphorylates and activates phosphatase SSH1 which results in cofilin dephosphorylation. In response to increased Ca(2+) levels following mitochondrial depolarization, dephosphorylates DNM1L inducing DNM1L translocation to the mitochondrion. Dephosphorylat [...] 
VBP1	295	9606.ENSP00000286428	9606	Homo sapiens	VBP1	Prefoldin subunit 3; Binds specifically to cytosolic chaperonin (c-CPN) and transfers target proteins to it. Binds to nascent polypeptide chain and promotes folding in an environment in which there are many competing pathways for nonnative proteins; Belongs to the prefoldin subunit alpha family.
DNM3	296	9606.ENSP00000347457	9606	Homo sapiens	DNM3	Dynamin-3; Microtubule-associated force-producing protein involved in producing microtubule bundles and able to bind and hydrolyze GTP. Most probably involved in vesicular trafficking processes, in particular endocytosis (By similarity); Belongs to the TRAFAC class dynamin-like GTPase superfamily. Dynamin/Fzo/YdjA family.
SNAPC5	297	9606.ENSP00000319597	9606	Homo sapiens	SNAPC5	snRNA-activating protein complex subunit 5; Part of the SNAPc complex required for the transcription of both RNA polymerase II and III small-nuclear RNA genes. Binds to the proximal sequence element (PSE), a non-TATA-box basal promoter element common to these 2 types of genes. Recruits TBP and BRF2 to the U6 snRNA TATA box.
MRPS30	298	9606.ENSP00000424328	9606	Homo sapiens	MRPS30	Mitochondrial ribosomal protein S30.
PTPRO	299	9606.ENSP00000281171	9606	Homo sapiens	PTPRO	Receptor-type tyrosine-protein phosphatase O; Possesses tyrosine phosphatase activity. Plays a role in regulating the glomerular pressure/filtration rate relationship through an effect on podocyte structure and function (By similarity). Belongs to the protein-tyrosine phosphatase family. Receptor class 3 subfamily.
HABP4	300	9606.ENSP00000364398	9606	Homo sapiens	HABP4	Intracellular hyaluronan-binding protein 4; RNA-binding protein that plays a role in the regulation of transcription, pre-mRNA splicing and mRNA translation. Negatively regulates DNA-binding activity of the transcription factor MEF2C in myocardial cells in response to mechanical stress (By similarity). Plays a role in pre-mRNA splicing regulation. Binds (via C-terminus) to poly(U) RNA. Involved in mRNA translation regulation, probably at the initiation step. Seems to play a role in PML-nuclear bodies formation.
PITPNB	301	9606.ENSP00000487693	9606	Homo sapiens	PITPNB	Phosphatidylinositol transfer protein beta isoform; Catalyzes the transfer of PtdIns and phosphatidylcholine between membranes.
STXBP1	302	9606.ENSP00000362399	9606	Homo sapiens	STXBP1	Syntaxin-binding protein 1; Participates in the regulation of synaptic vesicle docking and fusion through interaction with GTP-binding proteins (By similarity). Essential for neurotransmission and binds syntaxin, a component of the synaptic vesicle fusion machinery probably in a 1:1 ratio. Can interact with syntaxins 1, 2, and 3 but not syntaxin 4. May play a role in determining the specificity of intracellular fusion reactions.
GNB5	303	9606.ENSP00000261837	9606	Homo sapiens	GNB5	Guanine nucleotide-binding protein subunit beta-5; Enhances GTPase-activating protein (GAP) activity of regulator of G protein signaling (RGS) proteins, hence involved in the termination of the signaling initiated by the G protein coupled receptors (GPCRs) by accelerating the GTP hydrolysis on the G-alpha subunits, thereby promoting their inactivation (Probable). Increases RGS9 GTPase-activating protein (GAP) activity, hence contributes to the deactivation of G protein signaling initiated by D(2) dopamine receptors. May play an important role in neuronal signaling, including in the par [...] 
TLK1	304	9606.ENSP00000411099	9606	Homo sapiens	TLK1	Serine/threonine-protein kinase tousled-like 1; Rapidly and transiently inhibited by phosphorylation following the generation of DNA double-stranded breaks during S-phase. This is cell cycle checkpoint and ATM-pathway dependent and appears to regulate processes involved in chromatin assembly. Isoform 3 phosphorylates and enhances the stability of the t-SNARE SNAP23, augmenting its assembly with syntaxin. Isoform 3 protects the cells from the ionizing radiation by facilitating the repair of DSBs. In vitro, phosphorylates histone H3 at 'Ser-10'. Belongs to the protein kinase superfamily. [...] 
BASP1	305	9606.ENSP00000319281	9606	Homo sapiens	BASP1	Brain abundant membrane attached signal protein 1; Belongs to the BASP1 family.
RAB18	306	9606.ENSP00000478479	9606	Homo sapiens	RAB18	Ras-related protein Rab-18; Plays a role in apical endocytosis/recycling. May be implicated in transport between the plasma membrane and early endosomes. Plays a key role in eye and brain development and neurodegeneration.
PLD3	307	9606.ENSP00000387050	9606	Homo sapiens	PLD3	5'-3' exonuclease PLD3; 5'->3' DNA exonuclease which digests single-stranded DNA (ssDNA). Regulates inflammatory cytokine responses via the degradation of nucleic acids, by reducing the concentration of ssDNA able to stimulate TLR9, a nucleotide-sensing receptor in collaboration with PLD4 (By similarity). May be important in myotube formation. Plays a role in lysosomal homeostasis. Involved in the regulation of endosomal protein sorting.
OGA	308	9606.ENSP00000354850	9606	Homo sapiens	OGA	Protein O-GlcNAcase; [Isoform 1]: Cleaves GlcNAc but not GalNAc from O- glycosylated proteins. Can use p-nitrophenyl-beta-GlcNAc and 4- methylumbelliferone-GlcNAc as substrates but not p-nitrophenyl-beta- GalNAc or p-nitrophenyl-alpha-GlcNAc (in vitro). Does not bind acetyl-CoA and does not have histone acetyltransferase activity.
NEFM	309	9606.ENSP00000221166	9606	Homo sapiens	NEFM	Neurofilament medium polypeptide; Neurofilaments usually contain three intermediate filament proteins: L, M, and H which are involved in the maintenance of neuronal caliber.
BPHL	310	9606.ENSP00000369739	9606	Homo sapiens	BPHL	Valacyclovir hydrolase; Serine hydrolase that catalyzes the hydrolytic activation of amino acid ester prodrugs of nucleoside analogs such as valacyclovir and valganciclovir. Activates valacyclovir to acyclovir. May play a role in detoxification processes. It is a specific alpha-amino acid ester hydrolase that prefers small, hydrophobic, and aromatic side chains and does not have a stringent requirement for the leaving group other than preferring a primary alcohol; Belongs to the AB hydrolase superfamily. Lipase family.
GRM8	311	9606.ENSP00000351142	9606	Homo sapiens	GRM8	Metabotropic glutamate receptor 8; G-protein coupled receptor for glutamate. Ligand binding causes a conformation change that triggers signaling via guanine nucleotide-binding proteins (G proteins) and modulates the activity of down-stream effectors, such as adenylate cyclase. Signaling inhibits adenylate cyclase activity.
PCDH7	312	9606.ENSP00000441802	9606	Homo sapiens	PCDH7	Protocadherin-7; Protocadherin 7.
AK5	313	9606.ENSP00000346577	9606	Homo sapiens	AK5	Adenylate kinase isoenzyme 5; Nucleoside monophosphate (NMP) kinase that catalyzes the reversible transfer of the terminal phosphate group between nucleoside triphosphates and monophosphates. Active on AMP and dAMP with ATP as a donor. When GTP is used as phosphate donor, the enzyme phosphorylates AMP, CMP, and to a small extent dCMP. Also displays broad nucleoside diphosphate kinase activity.
ATMIN	314	9606.ENSP00000299575	9606	Homo sapiens	ATMIN	ATM interactor; Transcription factor. Plays a crucial role in cell survival and RAD51 foci formation in response to methylating DNA damage. Involved in regulating the activity of ATM in the absence of DNA damage. May play a role in stabilizing ATM. Binds to the DYNLL1 promoter and activates its transcription.
CS	315	9606.ENSP00000342056	9606	Homo sapiens	CS	Citrate synthase, mitochondrial; Citrate synthase; Belongs to the citrate synthase family.
AKAP11	316	9606.ENSP00000025301	9606	Homo sapiens	AKAP11	A-kinase anchor protein 11; Binds to type II regulatory subunits of protein kinase A and anchors/targets them; Belongs to the AKAP110 family.
EXOSC7	317	9606.ENSP00000265564	9606	Homo sapiens	EXOSC7	Exosome complex component RRP42; Non-catalytic component of the RNA exosome complex which has 3'->5' exoribonuclease activity and participates in a multitude of cellular RNA processing and degradation events. In the nucleus, the RNA exosome complex is involved in proper maturation of stable RNA species such as rRNA, snRNA and snoRNA, in the elimination of RNA processing by-products and non-coding 'pervasive' transcripts, such as antisense RNA species and promoter-upstream transcripts (PROMPTs), and of mRNAs with processing defects, thereby limiting or excluding their export to the cyto [...] 
CAMLG	318	9606.ENSP00000297156	9606	Homo sapiens	CAMLG	Calcium signal-modulating cyclophilin ligand; Likely involved in the mobilization of calcium as a result of the TCR/CD3 complex interaction. Binds to cyclophilin B.
PHF14	319	9606.ENSP00000385795	9606	Homo sapiens	PHF14	PHD finger protein 14.
ENSA	320	9606.ENSP00000341743	9606	Homo sapiens	ENSA	Alpha-endosulfine; Protein phosphatase inhibitor that specifically inhibits protein phosphatase 2A (PP2A) during mitosis. When phosphorylated at Ser-67 during mitosis, specifically interacts with PPP2R2D (PR55-delta) and inhibits its activity, leading to inactivation of PP2A, an essential condition to keep cyclin-B1-CDK1 activity high during M phase (By similarity). Also acts as a stimulator of insulin secretion by interacting with sulfonylurea receptor (ABCC8), thereby preventing sulfonylurea from binding to its receptor and reducing K(ATP) channel currents.
CDK14	321	9606.ENSP00000369390	9606	Homo sapiens	CDK14	Cyclin-dependent kinase 14; Serine/threonine-protein kinase involved in the control of the eukaryotic cell cycle, whose activity is controlled by an associated cyclin. Acts as a cell-cycle regulator of Wnt signaling pathway during G2/M phase by mediating the phosphorylation of LRP6 at 'Ser-1490', leading to the activation of the Wnt signaling pathway. Acts as a regulator of cell cycle progression and cell proliferation via its interaction with CCDN3. Phosphorylates RB1 in vitro, however the relevance of such result remains to be confirmed in vivo. May also play a role in meiosis, neuro [...] 
BTRC	322	9606.ENSP00000359206	9606	Homo sapiens	BTRC	F-box/WD repeat-containing protein 1A; Substrate recognition component of a SCF (SKP1-CUL1-F-box protein) E3 ubiquitin-protein ligase complex which mediates the ubiquitination and subsequent proteasomal degradation of target proteins. Recognizes and binds to phosphorylated target proteins. SCF(BTRC) mediates the ubiquitination of CTNNB1 and participates in Wnt signaling. SCF(BTRC) mediates the ubiquitination of phosphorylated NFKB1, ATF4, CDC25A, DLG1, FBXO5, PER1, SMAD3, SMAD4, SNAI1 and probably NFKB2. SCF(BTRC) mediates the ubiquitination of NFKBIA, NFKBIB and NFKBIE; the degradatio [...] 
APBB3	323	9606.ENSP00000346378	9606	Homo sapiens	APBB3	Amyloid-beta A4 precursor protein-binding family B member 3; May modulate the internalization of amyloid-beta precursor protein.
ADK	324	9606.ENSP00000443965	9606	Homo sapiens	ADK	Adenosine kinase; ATP dependent phosphorylation of adenosine and other related nucleoside analogs to monophosphate derivatives. Serves as a potential regulator of concentrations of extracellular adenosine and intracellular adenine nucleotides; Belongs to the carbohydrate kinase PfkB family.
ATP13A2	325	9606.ENSP00000327214	9606	Homo sapiens	ATP13A2	Cation-transporting ATPase 13A2; ATPase that plays a role in intracellular cation homeostasis and the maintenance of neuronal integrity. Required for a proper lysosomal and mitochondrial maintenance. Regulates the autophagy-lysosome pathway through the control of SYT11 expression at both transcriptional and post- translational levels. Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family. Type V subfamily.
TBP	326	9606.ENSP00000230354	9606	Homo sapiens	TBP	TATA-box-binding protein; General transcription factor that functions at the core of the DNA-binding multiprotein factor TFIID. Binding of TFIID to the TATA box is the initial transcriptional step of the pre-initiation complex (PIC), playing a role in the activation of eukaryotic genes transcribed by RNA polymerase II. Component of a BRF2-containing transcription factor complex that regulates transcription mediated by RNA polymerase III. Component of the transcription factor SL1/TIF-IB complex, which is involved in the assembly of the PIC (pre-initiation complex) during RNA polymerase  [...] 
MAPK6	327	9606.ENSP00000261845	9606	Homo sapiens	MAPK6	Mitogen-activated protein kinase 6; Atypical MAPK protein. Phosphorylates microtubule-associated protein 2 (MAP2) and MAPKAPK5. The precise role of the complex formed with MAPKAPK5 is still unclear, but the complex follows a complex set of phosphorylation events: upon interaction with atypical MAPKAPK5, ERK3/MAPK6 is phosphorylated at Ser-189 and then mediates phosphorylation and activation of MAPKAPK5, which in turn phosphorylates ERK3/MAPK6. May promote entry in the cell cycle (By similarity); Belongs to the protein kinase superfamily. CMGC Ser/Thr protein kinase family. MAP kinase s [...] 
EIF1B	328	9606.ENSP00000232905	9606	Homo sapiens	EIF1B	Eukaryotic translation initiation factor 1b; Probably involved in translation.
ZRANB2	329	9606.ENSP00000359958	9606	Homo sapiens	ZRANB2	Zinc finger Ran-binding domain-containing protein 2; Splice factor required for alternative splicing of TRA2B/SFRS10 transcripts. May interfere with constitutive 5'-splice site selection.
EPHA5	330	9606.ENSP00000480763	9606	Homo sapiens	EPHA5	Ephrin type-A receptor 5; Receptor tyrosine kinase which binds promiscuously GPI- anchored ephrin-A family ligands residing on adjacent cells, leading to contact-dependent bidirectional signaling into neighboring cells. The signaling pathway downstream of the receptor is referred to as forward signaling while the signaling pathway downstream of the ephrin ligand is referred to as reverse signaling. Among GPI-anchored ephrin-A ligands, EFNA5 most probably constitutes the cognate/functional ligand for EPHA5. Functions as an axon guidance molecule during development and may be involved in [...] 
PTPRN2	331	9606.ENSP00000374069	9606	Homo sapiens	PTPRN2	Receptor-type tyrosine-protein phosphatase N2; Plays a role in vesicle-mediated secretory processes. Required for normal accumulation of secretory vesicles in hippocampus, pituitary and pancreatic islets. Required for the accumulation of normal levels of insulin-containing vesicles and preventing their degradation. Plays a role in insulin secretion in response to glucose stimuli. Required for normal accumulation of the neurotransmitters norepinephrine, dopamine and serotonin in the brain. In females, but not in males, required for normal accumulation and secretion of pituitary hormones [...] 
FBXO21	332	9606.ENSP00000328187	9606	Homo sapiens	FBXO21	F-box only protein 21; Substrate-recognition component of the SCF (SKP1-CUL1-F-box protein)-type E3 ubiquitin ligase complex.
B4GALT6	333	9606.ENSP00000306459	9606	Homo sapiens	B4GALT6	Beta-1,4-galactosyltransferase 6; Catalyzes the synthesis of lactosylceramide (LacCer) via the transfer of galactose from UDP-galactose to glucosylceramide (GlcCer). LacCer is the starting point in the biosynthesis of all gangliosides (membrane-bound glycosphingolipids) which play pivotal roles in the CNS including neuronal maturation and axonal and myelin formation (By similarity). Belongs to the glycosyltransferase 7 family.
FAIM2	334	9606.ENSP00000321951	9606	Homo sapiens	FAIM2	Protein lifeguard 2; Antiapoptotic protein which protects cells uniquely from Fas- induced apoptosis. Regulates Fas-mediated apoptosis in neurons by interfering with caspase-8 activation. May play a role in cerebellar development by affecting cerebellar size, internal granular layer (IGL) thickness, and Purkinje cell (PC) development. Belongs to the BI1 family. LFG subfamily.
ELOC	335	9606.ENSP00000478121	9606	Homo sapiens	ELOC	Elongin-C; SIII, also known as elongin, is a general transcription elongation factor that increases the RNA polymerase II transcription elongation past template-encoded arresting sites. Subunit A is transcriptionally active and its transcription activity is strongly enhanced by binding to the dimeric complex of the SIII regulatory subunits B and C (elongin BC complex). In embryonic stem cells, the elongin BC complex is recruited by EPOP to Polycomb group (PcG) target genes in order generate genomic region that display both active and repressive chromatin properties, an important featur [...] 
VAPA	336	9606.ENSP00000345656	9606	Homo sapiens	VAPA	Vesicle-associated membrane protein-associated protein A; Binds to OSBPL3, which mediates recruitment of VAPA to plasma membrane sites. The ORP3-VAPA complex stimulates RRAS signaling which in turn attenuates integrin beta-1 (ITGB1) activation at the cell surface. With OSBPL3, may regulate ER morphology. May play a role in vesicle trafficking.
UBQLN1	337	9606.ENSP00000365576	9606	Homo sapiens	UBQLN1	Ubiquilin-1; Plays an important role in the regulation of different protein degradation mechanisms and pathways including ubiquitin- proteasome system (UPS), autophagy and endoplasmic reticulum-associated protein degradation (ERAD) pathway. Mediates the proteasomal targeting of misfolded or accumulated proteins for degradation by binding (via UBA domain) to their polyubiquitin chains and by interacting (via ubiquitin-like domain) with the subunits of the proteasome. Plays a role in the ERAD pathway via its interaction with ER-localized proteins UBXN4, VCP and HERPUD1 and may form a lin [...] 
ZNHIT3	338	9606.ENSP00000484687	9606	Homo sapiens	ZNHIT3	Zinc finger HIT-type containing 3.
PRKCI	339	9606.ENSP00000295797	9606	Homo sapiens	PRKCI	Protein kinase C iota type; Calcium- and diacylglycerol-independent serine/ threonine- protein kinase that plays a general protective role against apoptotic stimuli, is involved in NF-kappa-B activation, cell survival, differentiation and polarity, and contributes to the regulation of microtubule dynamics in the early secretory pathway. Is necessary for BCR-ABL oncogene-mediated resistance to apoptotic drug in leukemia cells, protecting leukemia cells against drug-induced apoptosis. In cultured neurons, prevents amyloid beta protein-induced apoptosis by interrupting cell death process  [...] 
ATP2B1	340	9606.ENSP00000392043	9606	Homo sapiens	ATP2B1	Plasma membrane calcium-transporting ATPase 1; Catalyzes the hydrolysis of ATP coupled with the transport of calcium from the cytoplasm to the extracellular space thereby maintaining intracellular calcium homeostasis. Plays a role in blood pressure regulation through regulation of intracellular calcium concentration and nitric oxide production leading to regulation of vascular smooth muscle cells vasoconstriction. Positively regulates bone mineralization through absorption of calcium from the intestine. Plays dual roles in osteoclast differentiation and survival by regulating RANKL-ind [...] 
SUMO1	341	9606.ENSP00000376077	9606	Homo sapiens	SUMO1	Small ubiquitin-related modifier 1; Ubiquitin-like protein that can be covalently attached to proteins as a monomer or a lysine-linked polymer. Covalent attachment via an isopeptide bond to its substrates requires prior activation by the E1 complex SAE1-SAE2 and linkage to the E2 enzyme UBE2I, and can be promoted by E3 ligases such as PIAS1-4, RANBP2 or CBX4. This post- translational modification on lysine residues of proteins plays a crucial role in a number of cellular processes such as nuclear transport, DNA replication and repair, mitosis and signal transduction. Involved for insta [...] 
TUSC3	342	9606.ENSP00000424544	9606	Homo sapiens	TUSC3	Tumor suppressor candidate 3; Acts as accessory component of the N-oligosaccharyl transferase (OST) complex which catalyzes the transfer of a high mannose oligosaccharide from a lipid-linked oligosaccharide donor to an asparagine residue within an Asn-X-Ser/Thr consensus motif in nascent polypeptide chains. Involved in N-glycosylation of STT3B-dependent substrates. Specifically required for the glycosylation of a subset of acceptor sites that are near cysteine residues; in this function seems to act redundantly with MAGT1. In its oxidized form proposed to form transient mixed disulfide [...] 
APBA2	343	9606.ENSP00000453293	9606	Homo sapiens	APBA2	Amyloid-beta A4 precursor protein-binding family A member 2; Putative function in synaptic vesicle exocytosis by binding to STXBP1, an essential component of the synaptic vesicle exocytotic machinery. May modulate processing of the amyloid-beta precursor protein (APP) and hence formation of APP-beta.
AP3S1	344	9606.ENSP00000325369	9606	Homo sapiens	AP3S1	AP-3 complex subunit sigma-1; Part of the AP-3 complex, an adaptor-related complex which is not clathrin-associated. The complex is associated with the Golgi region as well as more peripheral structures. It facilitates the budding of vesicles from the Golgi membrane and may be directly involved in trafficking to lysosomes. In concert with the BLOC-1 complex, AP-3 is required to target cargos into vesicles assembled at cell bodies for delivery into neurites and nerve terminals; Belongs to the adaptor complexes small subunit family.
PTK2B	345	9606.ENSP00000380638	9606	Homo sapiens	PTK2B	Protein-tyrosine kinase 2-beta; Non-receptor protein-tyrosine kinase that regulates reorganization of the actin cytoskeleton, cell polarization, cell migration, adhesion, spreading and bone remodeling. Plays a role in the regulation of the humoral immune response, and is required for normal levels of marginal B-cells in the spleen and normal migration of splenic B-cells. Required for normal macrophage polarization and migration towards sites of inflammation. Regulates cytoskeleton rearrangement and cell spreading in T-cells, and contributes to the regulation of T-cell responses. Promot [...] 
RAD23B	346	9606.ENSP00000350708	9606	Homo sapiens	RAD23B	UV excision repair protein RAD23 homolog B; Multiubiquitin chain receptor involved in modulation of proteasomal degradation. Binds to polyubiquitin chains. Proposed to be capable to bind simultaneously to the 26S proteasome and to polyubiquitinated substrates and to deliver ubiquitinated proteins to the proteasome. May play a role in endoplasmic reticulum-associated degradation (ERAD) of misfolded glycoproteins by association with PNGase and delivering deglycosylated proteins to the proteasome. The XPC complex is proposed to represent the first factor bound at the sites of DNA damage a [...] 
